ev_id,damage,cert_max_gr_wt,afm_hrs_last_insp,ev_dow,ev_time,ev_year,ev_month,ev_nr_apt_loc,apt_dist,apt_elev,light_cond,sky_cond_nonceil,sky_nonceil_ht,sky_ceil_ht,sky_cond_ceil,vis_sm,wx_temp,wx_dew_pt,wind_dir_deg,wind_vel_kts,gust_kts,altimeter,ev_highest_injury,wx_cond_basic,dec_latitude,dec_longitude,crew_no,crew_age,med_certf,med_crtf_vldty,crew_tox_perf,severity_class
20100416X32024,SUBS,2550.0,,Sa,206.0,2010,4,OFAP,1.0,388.0,DAYL,CLER,0.0,0.0,NONE,25.0,61.0,50.0,270.0,10.0,0.0,30.010000228881836,MINR,VMC,32.810001,-116.970001,1,26.0,CL1,WOWL,N,SUBS-MINR
20100419X01601,SUBS,2300.0,,Su,2315.0,2010,4,OFAP,1.0,80.0,DAYL,,0.0,7000.0,BKN,10.0,66.0,61.0,160.0,5.0,0.0,29.899999618530273,FATL,VMC,28.722499,-81.659164,1,28.0,CL1,WOWL,Y,SUBS-FATL
20100419X02620,SUBS,2300.0,,Fr,2000.0,2010,4,OFAP,1.0,85.0,DAYL,SCAT,4500.0,0.0,NONE,10.0,81.0,54.0,110.0,5.0,0.0,30.110000610351562,FATL,VMC,29.617221,-82.505279,1,73.0,CL3,WWL,N,SUBS-FATL
20100419X02917,SUBS,,,Su,2000.0,2010,3,ONAP,0.0,,DAYL,SCAT,700.0,4500.0,BKN,7.0,63.0,61.0,140.0,13.0,19.0,29.940000534057617,NONE,VMC,29.73994,-94.960571,1,21.0,CL2,WOWL,N,SUBS-NONE
20100419X50320,SUBS,1670.0,1639.0,Su,1410.0,2010,4,OFAP,5.0,20.0,DAYL,SCAT,5500.0,8500.0,BKN,10.0,70.0,64.0,60.0,4.0,0.0,29.940000534057617,NONE,VMC,27.634166,-81.58889,1,18.0,CL3,WOWL,N,SUBS-NONE
20100420X00326,SUBS,4358.0,124.0,Fr,1920.0,2010,4,ONAP,0.0,858.0,DAYL,FEW,4300.0,6000.0,BKN,6.0,68.0,55.0,270.0,14.0,30.0,29.940000534057617,NONE,VMC,39.345275,-81.439163,1,52.0,CL2,WWL,N,SUBS-NONE
20100420X44050,SUBS,2400.0,,Mo,1530.0,2010,4,OFAP,10.0,629.0,DAYL,CLER,0.0,0.0,NONE,10.0,54.0,34.0,330.0,4.0,0.0,30.260000228881836,NONE,VMC,43.167778,-86.235557,1,68.0,CL3,WWL,N,SUBS-NONE
20100420X62509,SUBS,2400.0,,Mo,30.0,2010,4,ONAP,0.0,824.0,DUSK,CLER,0.0,0.0,NONE,10.0,0.0,0.0,60.0,,0.0,0.0,NONE,VMC,41.95972,-85.59333,1,55.0,CL2,WWL,N,SUBS-NONE
20100420X32503,SUBS,3800.0,,We,100.0,2010,4,OFAP,2.0,4321.0,DAYL,FEW,5500.0,20000.0,BKN,10.0,73.0,0.0,190.0,14.0,23.0,29.600000381469727,MINR,VMC,40.595275,-112.33889,1,30.0,CL1,WOWL,N,SUBS-MINR
20100421X84625,SUBS,,,Tu,2101.0,2010,4,OFAP,0.0,,DAYL,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,MINR,VMC,45.11639,-92.995834,1,76.0,CL3,,N,SUBS-MINR
20100421X02523,SUBS,2550.0,10.0,Sa,1600.0,2010,4,ONAP,0.0,,DAYL,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,NONE,VMC,37.223609,-99.325279,1,57.0,CL3,WOWL,N,SUBS-NONE
20100421X24047,SUBS,,,Sa,1530.0,2010,3,ONAP,0.0,,DAYL,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,NONE,VMC,29.50361,-95.472778,1,57.0,CL3,,N,SUBS-NONE
20100421X44930,SUBS,,,Sa,1520.0,2010,4,OFAP,0.0,,DAYL,CLER,0.0,0.0,NONE,10.0,63.0,43.0,20.0,8.0,0.0,30.149999618530273,NONE,VMC,36.96389,-89.997222,1,60.0,CL3,WWL,N,SUBS-NONE
20100422X42641,DEST,,,Mo,1538.0,2010,4,OFAP,4.0,819.0,DAYL,CLER,0.0,0.0,NONE,10.0,61.0,39.0,0.0,3.0,0.0,30.1299991607666,FATL,VMC,38.749244,-85.380859,1,81.0,CL3,WWL,Y,DEST-FATL
20100422X50640,SUBS,3400.0,,Fr,2050.0,2010,4,ONAP,0.0,275.0,DAYL,CLER,0.0,0.0,NONE,10.0,86.0,54.0,220.0,7.0,0.0,29.950000762939453,NONE,VMC,32.192501,-82.371109,1,59.0,CL2,WWL,N,SUBS-NONE
20100422X62855,SUBS,7200.0,57.0,Th,1617.0,2010,4,ONAP,0.0,860.0,DAYL,FEW,7000.0,0.0,NONE,10.0,57.0,32.0,190.0,6.0,0.0,29.780000686645508,MINR,VMC,33.275554,-112.504722,1,45.0,CL2,WOWL,N,SUBS-MINR
20100422X71515,SUBS,3600.0,13.0,Mo,2300.0,2010,4,ONAP,0.0,96.0,DAYL,CLER,0.0,0.0,NONE,10.0,73.0,50.0,190.0,8.0,0.0,29.899999618530273,NONE,VMC,33.871944,-117.979721,1,35.0,CL2,WOWL,N,SUBS-NONE
20100422X93549,SUBS,16000.0,20.0,We,2315.0,2010,4,OFAP,0.0,,DAYL,SCAT,8000.0,0.0,,10.0,81.0,46.0,200.0,18.0,24.0,29.790000915527344,NONE,VMC,30.181667,-103.58361,1,59.0,CL2,WWL,N,SUBS-NONE
20100423X53758,SUBS,,,Mo,1449.0,2010,4,ONAP,0.0,759.0,DAYL,CLER,0.0,0.0,NONE,10.0,52.0,36.0,80.0,8.0,0.0,30.229999542236328,NONE,VMC,41.906944,-88.248336,1,42.0,CL3,WOWL,N,SUBS-NONE
20100423X81247,SUBS,7020.0,2.0,Fr,2030.0,2010,4,OFAP,0.0,,DAYL,CLER,0.0,0.0,NONE,10.0,64.0,45.0,0.0,3.0,0.0,30.020000457763672,NONE,VMC,36.988609,-120.11222,1,65.0,CL2,WWL,N,SUBS-NONE
20100425X31208,SUBS,,,Th,2240.0,2010,4,ONAP,0.0,,DAYL,SCAT,7500.0,0.0,NONE,10.0,75.0,46.0,200.0,4.0,0.0,29.8799991607666,NONE,VMC,33.386665,-84.32611,1,35.0,CL2,WWL,N,SUBS-NONE
20100425X34040,SUBS,2400.0,,Sa,1400.0,2010,4,ONAP,0.0,,DAYL,CLER,0.0,0.0,NONE,10.0,54.0,28.0,0.0,,0.0,30.1200008392334,NONE,IMC,41.591388,-74.455001,1,44.0,CL3,WWL,N,SUBS-NONE
20100426X11522,SUBS,,,Su,2000.0,2010,4,ONAP,0.0,,DAYL,CLER,0.0,0.0,,10.0,0.0,0.0,360.0,14.0,20.0,0.0,NONE,VMC,45.11639,-92.995834,1,63.0,CL2,,N,SUBS-NONE
20100426X43553,SUBS,7368.0,,Sa,315.0,2010,5,OFAP,0.0,,DAYL,CLER,0.0,0.0,NONE,10.0,55.0,0.0,360.0,5.0,0.0,30.389999389648438,MINR,VMC,60.216945,-162.016662,1,28.0,CL1,WWL,N,SUBS-MINR
20100426X61544,SUBS,1710.0,,Mo,1530.0,2010,4,ONAP,0.0,1161.0,DAYL,SCAT,2800.0,5500.0,OVC,10.0,64.0,54.0,280.0,9.0,14.0,29.56999969482422,NONE,VMC,33.625556,-85.15139,1,87.0,CL2,WWL,N,SUBS-NONE
20100426X65213,SUBS,2900.0,41.0,Su,5.0,2010,4,ONAP,0.0,6415.0,DAYL,CLER,0.0,0.0,NONE,10.0,64.0,12.0,230.0,17.0,26.0,30.1299991607666,NONE,VMC,34.265556,-110.005554,1,31.0,CL3,WOWL,N,SUBS-NONE
20100427X12432,SUBS,2300.0,61.0,Sa,1545.0,2010,4,ONAP,0.0,165.0,DAYL,CLER,0.0,0.0,NONE,10.0,61.0,36.0,70.0,3.0,0.0,30.049999237060547,NONE,VMC,41.622501,-73.883888,1,55.0,CL3,WWL,N,SUBS-NONE
20100427X22650,SUBS,2150.0,,Fr,340.0,2010,4,ONAP,1.0,137.0,NITE,,1600.0,1600.0,BKN,6.0,75.0,73.0,150.0,7.0,0.0,29.549999237060547,NONE,VMC,29.935556,-95.639167,1,28.0,CL3,WOWL,N,SUBS-NONE
20100427X23139,SUBS,2150.0,286.0,Sa,1700.0,2010,8,OFAP,1.0,7400.0,DAYL,CLER,0.0,0.0,NONE,10.0,84.0,54.0,190.0,9.0,0.0,30.1299991607666,NONE,VMC,33.485279,-108.117774,1,53.0,CL3,WWL,N,SUBS-NONE
20100427X30038,SUBS,3600.0,,Mo,2323.0,2010,4,ONAP,0.0,155.0,DAYL,CLER,0.0,0.0,NONE,10.0,36.0,25.0,250.0,14.0,43.0,29.479999542236328,NONE,VMC,66.980827,-160.429794,1,23.0,CL1,WOWL,N,SUBS-NONE
20100427X55640,SUBS,1900.0,8.0,Sa,1700.0,2010,4,ONAP,0.0,1357.0,DAYL,CLER,0.0,0.0,NONE,10.0,57.0,27.0,0.0,4.0,0.0,30.09000015258789,NONE,VMC,41.509166,-75.250831,1,41.0,CL3,WWL,N,SUBS-NONE
20100427X81628,SUBS,5400.0,,Tu,1626.0,2010,4,OFAP,0.0,,DAYL,SCAT,800.0,3600.0,OVC,5.0,48.0,45.0,0.0,5.0,0.0,29.6299991607666,FATL,IMC,37.191387,-83.512496,1,68.0,CL3,WWL,Y,SUBS-FATL
20100428X13242,SUBS,3600.0,2.0,Tu,1835.0,2010,4,OFAP,3.0,155.0,DAYL,FEW,5000.0,6500.0,OVC,10.0,66.0,45.0,240.0,6.0,0.0,29.889999389648438,FATL,VMC,37.286388,-120.454444,1,88.0,CL3,WWL,Y,SUBS-FATL
20100428X13942,SUBS,,,Mo,2200.0,2010,4,ONAP,0.0,,DAYL,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,NONE,VMC,46.929721,-98.678054,1,78.0,CL3,,N,SUBS-NONE
20100428X50725,SUBS,,,We,1528.0,2010,4,OFAP,0.0,,DAYL,CLER,0.0,0.0,NONE,10.0,72.0,46.0,90.0,8.0,0.0,30.040000915527344,FATL,VMC,29.524723,-95.219444,1,52.0,,NONE,Y,SUBS-FATL
20100428X51555,SUBS,4300.0,92.0,Sa,245.0,2010,4,ONAP,0.0,892.0,NITE,CLER,0.0,0.0,NONE,10.0,75.0,50.0,210.0,4.0,0.0,29.950000762939453,NONE,VMC,34.669723,-82.885276,1,57.0,CL3,WWL,N,SUBS-NONE
20100428X64309,SUBS,2550.0,42.0,We,1930.0,2010,4,ONAP,0.0,2205.0,DAYL,CLER,0.0,0.0,NONE,10.0,75.0,27.0,220.0,28.0,38.0,29.56999969482422,NONE,VMC,36.210556,-115.194442,1,31.0,CL2,WOWL,N,SUBS-NONE
20100429X90852,SUBS,,,We,1730.0,2010,4,OFAP,0.0,,DAYL,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,NONE,VMC,40.036945,-105.221946,1,62.0,CL3,,N,SUBS-NONE
20100429X23738,SUBS,2000.0,,Th,22.0,2010,4,ONAP,0.0,439.0,DAYL,FEW,8000.0,10000.0,BKN,10.0,66.0,32.0,10.0,3.0,0.0,29.469999313354492,NONE,VMC,64.815277,-147.856384,1,53.0,CL3,WOWL,N,SUBS-NONE
20100429X30255,SUBS,1400.0,8.0,We,1555.0,2010,4,ONAP,1.0,693.0,DAYL,CLER,0.0,0.0,NONE,10.0,63.0,41.0,360.0,6.0,0.0,30.030000686645508,MINR,VMC,33.005279,-85.070274,1,82.0,CL3,WWL,N,SUBS-MINR
20100429X43251,SUBS,1675.0,,We,1930.0,2010,4,ONAP,0.0,42.0,DAYL,,0.0,0.0,UNK,,72.0,48.0,240.0,11.0,0.0,29.969999313354492,NONE,VMC,29.634445,-83.102775,1,26.0,CL2,WOWL,N,SUBS-NONE
20100430X01718,SUBS,2200.0,10.0,Fr,1950.0,2010,4,ONAP,0.0,4722.0,DAYL,CLER,0.0,0.0,NONE,10.0,46.0,23.0,0.0,,0.0,30.09000015258789,NONE,VMC,39.000556,-119.751113,1,56.0,CL2,WWL,N,SUBS-NONE
20100502X83853,SUBS,1320.0,40.0,Su,1900.0,2010,5,ONAP,0.0,700.0,DAYL,CLER,0.0,0.0,NONE,50.0,72.0,0.0,360.0,5.0,10.0,0.0,NONE,VMC,34.766666,-120.25,1,72.0,CL3,WWL,N,SUBS-NONE
20100503X83546,SUBS,1200.0,,Sa,2252.0,2010,5,OFAP,0.0,,DAYL,SCAT,4500.0,0.0,NONE,15.0,90.0,68.0,160.0,5.0,0.0,29.920000076293945,SERS,VMC,28.250278,-81.919998,1,48.0,SPRT,WOWL,N,SUBS-SERS
20100503X93719,SUBS,,1396.0,Mo,16.0,2010,5,,0.0,,DAYL,CLER,0.0,800.0,BKN,10.0,70.0,70.0,180.0,5.0,0.0,29.68000030517578,FATL,IMC,38.197776,-85.886947,1,59.0,CL3,WWL,Y,SUBS-FATL
20100503X01600,DEST,,,Tu,1845.0,2010,4,ONAP,0.0,,,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,FATL,,-22.466667,-44.466667,1,,,,N,DEST-FATL
20100503X32510,SUBS,1750.0,,Sa,1640.0,2010,5,OFAP,0.0,,DAYL,FEW,0.0,0.0,NONE,10.0,39.0,0.0,180.0,5.0,0.0,0.0,MINR,VMC,62.164722,-150.373886,1,52.0,CL3,WOWL,N,SUBS-MINR
20100503X33523,SUBS,3650.0,,Fr,2318.0,2010,4,ONAP,2.0,3959.0,DAYL,CLER,0.0,0.0,,10.0,0.0,0.0,0.0,,0.0,0.0,MINR,VMC,31.816667,-106.349998,1,57.0,CL3,WWL,N,SUBS-MINR
20100504X23052,SUBS,,119.0,Mo,,2010,5,OFAP,3.0,190.0,DAYL,CLER,0.0,0.0,NONE,10.0,86.0,52.0,230.0,8.0,0.0,29.889999389648438,FATL,VMC,34.279212,-91.329788,1,51.0,CL2,WWL,Y,SUBS-FATL
20100504X60824,SUBS,3100.0,,Sa,1530.0,2010,5,ONAP,1.0,858.0,DAYL,CLER,0.0,12000.0,BKN,7.0,75.0,54.0,260.0,12.0,16.0,29.889999389648438,NONE,VMC,39.340278,-81.436943,1,54.0,CL3,WOWL,N,SUBS-NONE
20100504X92348,SUBS,10500.0,,Mo,2300.0,2010,5,ONAP,0.0,50.0,DAYL,CLER,0.0,0.0,NONE,10.0,84.0,50.0,300.0,12.0,15.0,30.049999237060547,NONE,VMC,39.095554,-121.716392,1,65.0,CL2,WWL,N,SUBS-NONE
20100505X41858,SUBS,2650.0,,Mo,2115.0,2010,4,OFAP,8.0,778.0,DAYL,CLER,0.0,0.0,NONE,10.0,72.0,48.0,110.0,,0.0,29.940000534057617,NONE,VMC,34.200553,-118.358612,1,55.0,CL3,WWL,N,SUBS-NONE
20100505X60615,SUBS,1320.0,,We,1715.0,2010,5,ONAP,0.0,,DAYL,CLER,0.0,0.0,NONE,10.0,82.0,48.0,260.0,9.0,0.0,29.850000381469727,NONE,VMC,32.987499,-97.318611,1,64.0,CL2,WWL,N,SUBS-NONE
20100505X32727,SUBS,2900.0,,Mo,2300.0,2010,5,ONAP,0.0,,DAYL,CLER,0.0,0.0,NONE,10.0,70.0,0.0,0.0,15.0,28.0,0.0,NONE,VMC,38.580001,-122.435279,1,77.0,CL3,WOWL,N,SUBS-NONE
20100506X10429,SUBS,,,Th,1246.0,2010,5,OFAP,6.0,213.0,DAWN,CLER,0.0,0.0,NONE,10.0,72.0,36.0,10.0,5.0,0.0,29.790000915527344,FATL,VMC,32.653331,-114.715553,1,27.0,CL1,,N,SUBS-FATL
20100507X25043,SUBS,2000.0,100.0,Th,1715.0,2010,5,ONAP,0.0,3900.0,DAYL,CLER,0.0,0.0,NONE,10.0,64.0,0.0,20.0,7.0,15.0,0.0,NONE,VMC,38.533332,-109.983329,1,58.0,CL3,WWL,N,SUBS-NONE
20100507X11752,MINR,,,Su,2140.0,2010,4,OFAP,0.0,,DAYL,,1100.0,1100.0,BKN,5.0,57.0,55.0,260.0,13.0,19.0,29.3799991607666,NONE,VMC,37.738609,-87.166664,1,34.0,CL2,WOWL,N,MINR-NONE
20100507X44126,SUBS,2350.0,89.0,Mo,1800.0,2010,5,ONAP,0.0,,DAYL,CLER,0.0,0.0,NONE,30.0,68.0,55.0,0.0,6.0,0.0,30.18000030517578,NONE,VMC,37.461112,-122.114997,1,45.0,CL2,WOWL,N,SUBS-NONE
20100507X12609,DEST,3570.0,,Fr,1644.0,2010,5,OFAP,41.0,-115.0,DAYL,CLER,0.0,0.0,NONE,10.0,84.0,23.0,10.0,5.0,0.0,29.889999389648438,FATL,VMC,33.034999,-116.118331,1,39.0,CL2,WOWL,Y,DEST-FATL
20100508X64527,SUBS,2900.0,,Sa,1720.0,2010,5,ONAP,0.0,,DAYL,CLER,0.0,0.0,NONE,10.0,81.0,21.0,80.0,5.0,0.0,29.850000381469727,NONE,VMC,34.571109,-114.358329,1,36.0,CL3,WWL,N,SUBS-NONE
20100509X50301,SUBS,2550.0,4.0,Su,1728.0,2010,5,OFAP,0.0,,DAYL,FEW,2200.0,4000.0,BKN,10.0,57.0,48.0,210.0,7.0,0.0,30.020000457763672,FATL,IMC,37.811668,-121.80194,1,75.0,CL3,WWL,Y,SUBS-FATL
20100510X00104,SUBS,2300.0,,Th,2300.0,2010,5,ONAP,0.0,30.0,DAYL,FEW,3000.0,0.0,NONE,7.0,82.0,64.0,190.0,14.0,0.0,29.959999084472656,NONE,VMC,27.236389,-80.488052,1,58.0,CL3,WWL,N,SUBS-NONE
20100510X33238,SUBS,1220.0,,Sa,2300.0,2010,5,ONAP,0.0,,DAYL,CLER,0.0,0.0,NONE,10.0,54.0,27.0,130.0,11.0,19.0,30.149999618530273,NONE,VMC,43.398056,-102.185554,1,47.0,SPRT,,N,SUBS-NONE
20100510X43553,SUBS,2550.0,30.0,Su,2300.0,2010,5,ONAP,0.0,13.0,DAYL,,0.0,1200.0,OVC,10.0,48.0,0.0,0.0,12.0,15.0,0.0,NONE,VMC,46.697498,-123.823333,1,67.0,CL3,WWL,N,SUBS-NONE
20100510X44223,SUBS,2525.0,10.0,Sa,5.0,2010,5,ONAP,0.0,390.0,DAYL,FEW,3200.0,7000.0,OVC,6.0,79.0,66.0,260.0,8.0,0.0,29.8799991607666,NONE,VMC,34.590278,-92.479446,1,53.0,CL3,WWL,N,SUBS-NONE
20100510X81424,SUBS,3900.0,,Sa,2115.0,2010,5,ONAP,0.0,141.0,DAYL,CLER,0.0,0.0,NONE,10.0,75.0,43.0,310.0,9.0,0.0,29.920000076293945,NONE,VMC,39.515556,-122.217224,1,28.0,CL1,WOWL,N,SUBS-NONE
20100510X11536,SUBS,3000.0,59.0,Tu,30.0,2010,5,ONAP,0.0,170.0,DUSK,CLER,0.0,0.0,NONE,10.0,59.0,52.0,60.0,3.0,0.0,30.1200008392334,FATL,VMC,33.220554,-87.611389,1,40.0,CL3,WWL,Y,SUBS-FATL
20100513X51212,SUBS,,,Tu,1350.0,2010,5,OFAP,0.0,,DAYL,OVCT,1500.0,0.0,NONE,10.0,75.0,64.0,170.0,9.0,0.0,29.899999618530273,MINR,VMC,31.198888,-101.472503,1,61.0,SPRT,,N,SUBS-MINR
20100514X12600,SUBS,,,Th,230.0,2010,5,ONAP,0.0,250.0,DAYL,CLER,0.0,0.0,NONE,10.0,64.0,0.0,270.0,11.0,0.0,0.0,NONE,VMC,44.496944,-123.289443,1,55.0,CL2,WWL,N,SUBS-NONE
20100514X12745,SUBS,2900.0,12.0,Fr,1418.0,2010,5,ONAP,0.0,3080.0,DAYL,CLER,0.0,0.0,NONE,10.0,48.0,37.0,0.0,,0.0,30.040000915527344,FATL,VMC,44.253887,-121.149719,1,87.0,CL3,WWL,Y,SUBS-FATL
20100514X20928,SUBS,3100.0,12.0,Sa,1730.0,2010,5,ONAP,0.0,1161.0,DAYL,CLER,0.0,0.0,NONE,10.0,73.0,52.0,300.0,10.0,15.0,30.09000015258789,NONE,VMC,33.631668,-85.152221,1,48.0,CL2,WOWL,N,SUBS-NONE
20100514X45536,SUBS,1750.0,,Th,2300.0,2010,5,OFAP,0.0,,DAYL,,500.0,1500.0,OVC,8.0,39.0,0.0,0.0,,0.0,29.5,NONE,VMC,55.872776,-161.316665,1,51.0,CL3,WWL,N,SUBS-NONE
20100515X05646,SUBS,2000.0,,Fr,2200.0,2010,5,OFAP,0.0,,DAYL,SCAT,5000.0,8000.0,BKN,10.0,48.0,39.0,0.0,5.0,0.0,29.809999465942383,FATL,VMC,61.911666,-150.083328,1,58.0,CL3,WOWL,N,SUBS-FATL
20100515X24431,SUBS,4750.0,122.0,Fr,2230.0,2010,3,ONAP,0.0,4830.0,DAYL,CLER,0.0,0.0,NONE,10.0,59.0,21.0,270.0,15.0,24.0,29.899999618530273,NONE,VMC,34.848609,-111.788612,1,45.0,CL3,WOWL,N,SUBS-NONE
20100515X55855,SUBS,2550.0,,Fr,2330.0,2010,5,ONAP,0.0,2680.0,DAYL,CLER,0.0,0.0,NONE,10.0,73.0,34.0,30.0,4.0,0.0,30.040000915527344,MINR,VMC,43.659647,-116.68088,1,52.0,CL3,WOWL,N,SUBS-MINR
20100515X63412,SUBS,2200.0,34.0,Sa,115.0,2010,5,ONAP,0.0,2323.0,DAYL,CLER,0.0,0.0,NONE,10.0,79.0,39.0,320.0,8.0,0.0,29.920000076293945,NONE,VMC,44.831943,-119.430274,1,63.0,CL3,WWL,N,SUBS-NONE
20100515X64607,SUBS,2200.0,14.0,Sa,1615.0,2010,5,ONAP,0.0,4557.0,DAYL,SCAT,8000.0,0.0,NONE,10.0,55.0,41.0,0.0,4.0,0.0,30.1299991607666,NONE,VMC,38.755001,-109.754722,1,59.0,CL3,WWL,N,SUBS-NONE
20100516X52337,SUBS,2877.0,,Sa,1545.0,2010,5,OFAP,0.0,,DAYL,SCAT,2500.0,3000.0,BKN,10.0,82.0,68.0,100.0,12.0,18.0,30.190000534057617,FATL,VMC,27.287221,-80.20861,1,60.0,CL3,WOWL,Y,SUBS-FATL
20100516X61819,SUBS,4340.0,,Su,1413.0,2010,5,OFAP,1.0,71.0,DAYL,CLER,0.0,0.0,NONE,10.0,81.0,70.0,130.0,8.0,0.0,30.110000610351562,SERS,VMC,27.995555,-82.751945,1,48.0,CL2,UNK,N,SUBS-SERS
20100516X71657,SUBS,,,Su,2045.0,2010,5,OFAP,16.0,3562.0,DAYL,CLER,0.0,0.0,NONE,10.0,63.0,46.0,260.0,9.0,0.0,30.110000610351562,FATL,VMC,42.729167,-102.423332,1,44.0,CL2,WOWL,Y,SUBS-FATL
20100517X92932,MINR,240000.0,,Mo,217.0,2010,5,ONAP,0.0,,NITE,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,NONE,,38.900085,-77.449478,1,59.0,CL1,WWL,N,MINR-NONE
20100517X13634,SUBS,1220.0,,Sa,2330.0,2010,5,OFAP,0.0,,DAYL,CLER,0.0,0.0,NONE,,64.0,0.0,90.0,,0.0,0.0,NONE,VMC,41.638332,-88.644447,1,28.0,CL3,WOWL,N,SUBS-NONE
20100518X91103,SUBS,2500.0,,Su,1325.0,2010,5,ONAP,0.0,360.0,DAYL,CLER,0.0,0.0,NONE,10.0,57.0,36.0,320.0,12.0,17.0,29.950000762939453,NONE,VMC,44.441944,-68.568336,1,56.0,CL2,WWL,N,SUBS-NONE
20100518X92212,SUBS,1800.0,,Sa,1305.0,2010,5,ONAP,0.0,328.0,DAYL,CLER,0.0,4400.0,OVC,10.0,55.0,43.0,330.0,9.0,0.0,30.0,NONE,VMC,43.309246,-73.639518,1,69.0,CL3,WWL,N,SUBS-NONE
20100518X00958,SUBS,3600.0,,Mo,2353.0,2010,5,OFAP,3.0,1261.0,,FEW,5000.0,0.0,,10.0,82.0,70.0,100.0,7.0,0.0,29.93000030517578,NONE,VMC,29.848333,-98.461387,1,63.0,CL3,WWL,N,SUBS-NONE
20100518X23809,SUBS,,,Th,2000.0,2010,5,OFAP,0.0,,DAYL,,0.0,0.0,UNK,10.0,0.0,0.0,0.0,,0.0,0.0,NONE,VMC,60.789634,-145.610183,1,48.0,NONE,,N,SUBS-NONE
20100518X23127,SUBS,3600.0,175.0,Tu,1400.0,2010,5,OFAP,1.0,4515.0,DAYL,CLER,0.0,0.0,,10.0,70.0,57.0,190.0,7.0,0.0,30.110000610351562,NONE,VMC,30.37111,-103.685836,1,65.0,CL3,WWL,N,SUBS-NONE
20100519X15612,SUBS,2550.0,1.0,Su,2000.0,2010,5,ONAP,0.0,610.0,DAYL,CLER,0.0,0.0,,10.0,54.0,36.0,70.0,3.0,0.0,30.190000534057617,NONE,VMC,46.719722,-92.039443,1,61.0,CL3,WWL,N,SUBS-NONE
20100519X21150,SUBS,1220.0,,Sa,1515.0,2010,5,ONAP,0.0,,DAYL,SCAT,0.0,0.0,,10.0,73.0,64.0,60.0,6.0,0.0,30.25,SERS,VMC,35.823612,-84.538612,1,79.0,SPRT,,N,SUBS-SERS
20100519X72904,SUBS,6000.0,18.0,Tu,2330.0,2010,5,OFAP,0.0,,DAYL,CLER,0.0,0.0,NONE,10.0,64.0,43.0,0.0,5.0,0.0,30.18000030517578,NONE,VMC,39.623332,-122.036666,1,63.0,CL2,WWL,N,SUBS-NONE
20100519X94810,SUBS,3190.0,,We,2130.0,2010,5,ONAP,0.0,,DAYL,FEW,3500.0,12000.0,OVC,10.0,57.0,46.0,0.0,10.0,18.0,29.6200008392334,NONE,VMC,47.493057,-122.215835,1,44.0,CL3,WWL,N,SUBS-NONE
20100520X02527,SUBS,,,Mo,2233.0,2010,5,OFAP,3.0,9.0,DAYL,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,NONE,VMC,25.795278,-80.29,1,50.0,CL1,WWL,N,SUBS-NONE
20100520X44051,SUBS,3300.0,33.0,We,50.0,2010,5,OFAP,9.0,50.0,DAYL,CLER,0.0,0.0,NONE,10.0,79.0,30.0,130.0,5.0,0.0,29.950000762939453,MINR,VMC,39.068889,-122.083335,1,53.0,CL3,WOWL,N,SUBS-MINR
20100520X60222,SUBS,3400.0,,Th,1743.0,2010,5,ONAP,0.0,82.0,DAYL,CLER,0.0,0.0,NONE,10.0,72.0,55.0,220.0,9.0,0.0,29.959999084472656,NONE,VMC,40.723888,-73.408058,1,45.0,CL3,WOWL,N,SUBS-NONE
20100521X90218,SUBS,,45.0,We,2230.0,2010,5,ONAP,0.0,212.0,DAYL,CLER,0.0,0.0,NONE,10.0,75.0,55.0,70.0,7.0,0.0,29.889999389648438,NONE,VMC,35.134998,-90.234443,1,47.0,CL2,WWL,N,SUBS-NONE
20100521X94426,SUBS,4000.0,50.0,We,1930.0,2010,4,ONAP,0.0,349.0,DAYL,SCAT,4500.0,0.0,NONE,10.0,75.0,36.0,0.0,9.0,12.0,29.8700008392334,NONE,VMC,35.539722,-78.741943,1,53.0,CL2,WWL,N,SUBS-NONE
20100521X00818,SUBS,2300.0,,Fr,145.0,2010,5,OFAP,1.0,420.0,NITE,CLER,0.0,0.0,NONE,10.0,66.0,57.0,0.0,,0.0,30.020000457763672,SERS,VMC,41.635555,-74.137496,1,48.0,CL3,WWL,N,SUBS-SERS
20100521X40711,SUBS,,,Th,2310.0,2010,5,OFAP,1.0,1089.0,DAYL,,0.0,3100.0,OVC,10.0,82.0,73.0,100.0,5.0,0.0,29.790000915527344,NONE,VMC,29.374721,-99.341941,1,33.0,CL2,WOWL,N,SUBS-NONE
20100521X04119,SUBS,4000.0,70.0,Fr,1724.0,2010,5,ONAP,0.0,508.0,DAYL,CLER,0.0,0.0,,10.0,66.0,30.0,0.0,4.0,0.0,29.760000228881836,NONE,VMC,43.049999,-73.366111,1,59.0,CL3,WOWL,N,SUBS-NONE
