ev_id,damage,cert_max_gr_wt,afm_hrs_last_insp,ev_dow,ev_time,ev_year,ev_month,ev_nr_apt_loc,apt_dist,apt_elev,light_cond,sky_cond_nonceil,sky_nonceil_ht,sky_ceil_ht,sky_cond_ceil,vis_sm,wx_temp,wx_dew_pt,wind_dir_deg,wind_vel_kts,gust_kts,altimeter,ev_highest_injury,wx_cond_basic,dec_latitude,dec_longitude,crew_no,crew_age,med_certf,med_crtf_vldty,crew_tox_perf,severity_class
20160519X10102,SUBS,2550.0,,Fr,1750.0,2016,5,ONAP,30.0,8.0,DAYL,CLER,0.0,0.0,NONE,10.0,86.0,64.0,280.0,6.0,14.0,30.030000686645508,NONE,VMC,28.867776,-82.570274,1,22.0,CL1,WOWL,N,SUBS-NONE
20160519X11557,SUBS,2307.0,,We,1700.0,2016,5,ONAP,0.0,411.0,DAYL,FEW,2800.0,3600.0,BKN,10.0,64.0,48.0,350.0,11.0,0.0,30.200000762939453,NONE,VMC,37.778888,-89.248336,1,35.0,CL2,WWL,N,SUBS-NONE
20160519X25723,SUBS,2727.0,8.0,Th,1539.0,2016,5,ONAP,0.0,1014.0,DAYL,FEW,2700.0,3500.0,OVC,10.0,64.0,52.0,80.0,6.0,0.0,30.09000015258789,FATL,VMC,35.857498,-83.519721,1,62.0,CL3,WWL,Y,SUBS-FATL
20160519X33035,SUBS,3300.0,2.0,Tu,242.0,2016,5,OFAP,0.0,,NITE,CLER,0.0,0.0,NONE,10.0,46.0,37.0,0.0,,0.0,30.1200008392334,FATL,VMC,41.293334,-74.585281,1,59.0,CL3,WOWL,Y,SUBS-FATL
20160519X35926,SUBS,2950.0,,Th,220.0,2016,5,ONAP,0.0,723.0,DAYL,FEW,11000.0,0.0,,10.0,90.0,50.0,320.0,5.0,0.0,29.760000228881836,NONE,VMC,40.569721,-122.406669,1,62.0,CL3,WWL,N,SUBS-NONE
20160519X43838,SUBS,3100.0,5.0,Mo,1506.0,2016,5,ONAP,0.0,200.0,DAYL,CLER,0.0,0.0,,10.0,90.0,63.0,120.0,3.0,0.0,30.100000381469727,NONE,VMC,30.181943,-82.576942,1,69.0,CL3,WWL,N,SUBS-NONE
20160519X65409,SUBS,1260.0,,Th,1445.0,2016,5,ONAP,0.0,301.0,DAYL,CLER,0.0,0.0,NONE,10.0,64.0,43.0,280.0,3.0,0.0,30.110000610351562,NONE,VMC,40.13861,-75.26361,1,58.0,CL2,WWL,N,SUBS-NONE
20160520X12145,SUBS,,,Sa,1800.0,2016,5,OFAP,0.0,,DAYL,CLER,0.0,0.0,NONE,10.0,72.0,46.0,310.0,7.0,15.0,30.020000457763672,MINR,VMC,35.722499,-119.2275,1,48.0,CL3,WOWL,N,SUBS-MINR
20160522X34523,SUBS,1320.0,61.0,Su,2032.0,2016,5,ONAP,0.0,177.0,DAYL,CLER,0.0,0.0,NONE,10.0,64.0,52.0,250.0,10.0,19.0,30.020000457763672,NONE,VMC,34.02111,-118.445274,1,50.0,SPRT,NONE,N,SUBS-NONE
20160523X11844,SUBS,3200.0,,Fr,2010.0,2016,5,ONAP,0.0,387.0,DAYL,FEW,3100.0,0.0,,10.0,70.0,46.0,230.0,8.0,0.0,29.889999389648438,NONE,VMC,32.82722,-116.972778,1,42.0,CL3,WOWL,N,SUBS-NONE
20160523X15754,SUBS,2800.0,,Sa,1700.0,2016,5,ONAP,0.0,6450.0,DAYL,CLER,0.0,0.0,NONE,10.0,72.0,37.0,170.0,11.0,0.0,30.049999237060547,NONE,VMC,39.045555,-104.293052,1,72.0,CL3,WTLS,N,SUBS-NONE
20160523X20657,SUBS,2400.0,,Th,1720.0,2016,5,OFAP,0.0,913.0,DAYL,SCAT,5000.0,10000.0,BKN,10.0,66.0,41.0,280.0,9.0,0.0,30.139999389648438,NONE,VMC,43.029167,-78.165,1,25.0,CL1,WOWL,N,SUBS-NONE
20160523X33429,SUBS,3600.0,,Th,200.0,2016,4,ONAP,0.0,50.0,NITE,CLER,0.0,0.0,NONE,10.0,50.0,37.0,170.0,7.0,0.0,30.219999313354492,NONE,VMC,39.139742,-75.985247,1,39.0,CL3,WOWL,N,SUBS-NONE
20160523X60417,SUBS,2750.0,94.0,Su,2000.0,2016,5,ONAP,0.0,613.0,DAYL,FEW,23000.0,0.0,NONE,10.0,68.0,39.0,10.0,10.0,0.0,30.010000228881836,NONE,VMC,42.721389,-82.596389,1,57.0,CL3,WWL,N,SUBS-NONE
20160523X64922,SUBS,1950.0,,Th,300.0,2016,5,OFAP,0.0,,NITE,SCAT,4300.0,6500.0,OVC,10.0,50.0,43.0,230.0,13.0,23.0,30.09000015258789,NONE,VMC,61.104442,-151.37416,1,29.0,CL1,NONE,N,SUBS-NONE
20160523X65816,SUBS,2300.0,,Sa,1335.0,2016,5,ONAP,0.0,1073.0,DAYL,,0.0,4500.0,OVC,10.0,50.0,32.0,30.0,22.0,28.0,30.290000915527344,NONE,VMC,35.357223,-96.942779,1,61.0,CL1,NONE,N,SUBS-NONE
20160523X75309,DEST,2348.0,,Mo,1922.0,2016,5,OFAP,0.0,24.0,DAYL,SCAT,2400.0,0.0,,10.0,81.0,68.0,60.0,10.0,0.0,30.149999618530273,FATL,VMC,21.895833,-159.599716,1,30.0,CL1,WOWL,Y,DEST-FATL
20160523X75408,SUBS,3600.0,,Su,1900.0,2016,5,ONAP,0.0,820.0,DAYL,CLER,0.0,0.0,NONE,10.0,77.0,54.0,340.0,8.0,14.0,29.950000762939453,NONE,VMC,33.255001,-84.400276,1,78.0,CL3,WWL,N,SUBS-NONE
20160523X82630,SUBS,3050.0,,Sa,2000.0,2016,5,ONAP,0.0,821.0,DAYL,SCAT,5000.0,0.0,,10.0,48.0,25.0,310.0,16.0,20.0,30.059999465942383,NONE,VMC,44.8525,-93.03083,1,53.0,CL3,WOWL,N,SUBS-NONE
20160523X33454,SUBS,3605.0,14.0,Mo,200.0,2016,5,ONAP,0.0,39.0,DAYL,,0.0,6500.0,BKN,10.0,68.0,59.0,90.0,6.0,0.0,30.059999465942383,NONE,VMC,30.718334,-91.478614,1,57.0,CL3,WWL,N,SUBS-NONE
20160524X13930,SUBS,1250.0,,Th,2000.0,2016,5,ONAP,0.0,842.0,DAYL,CLER,0.0,0.0,NONE,10.0,77.0,37.0,120.0,7.0,16.0,30.110000610351562,NONE,VMC,42.218612,-92.023056,1,55.0,CL3,WWL,N,SUBS-NONE
20160524X62134,SUBS,1676.0,1.0,Mo,2000.0,2016,5,OFAP,0.0,,DAYL,CLER,0.0,0.0,NONE,10.0,84.0,48.0,310.0,6.0,0.0,29.940000534057617,MINR,VMC,29.718334,-81.980552,1,20.0,CL1,WOWL,N,SUBS-MINR
20160524X74006,SUBS,5300.0,,We,1920.0,2016,5,ONAP,0.0,919.0,DAYL,SCAT,6500.0,0.0,,10.0,63.0,36.0,40.0,5.0,0.0,30.190000534057617,NONE,VMC,42.569999,-84.419998,1,64.0,CL2,WWL,N,SUBS-NONE
20160524X74410,SUBS,1750.0,7.0,Tu,1510.0,2016,5,OFAP,8.0,2535.0,DAYL,,1000.0,1000.0,BKN,10.0,68.0,63.0,180.0,9.0,0.0,29.920000076293945,MINR,VMC,40.947776,-99.930831,1,69.0,CL2,WWL,N,SUBS-MINR
20160524X81845,DEST,1278.0,,Tu,2025.0,2016,5,OFAP,0.0,,DAYL,SCAT,11000.0,0.0,NONE,10.0,82.0,50.0,0.0,,0.0,30.030000686645508,FATL,VMC,38.265277,-77.85778,1,57.0,SPRT,,Y,DEST-FATL
20160525X15244,SUBS,3100.0,,Tu,2025.0,2016,5,OFAP,0.0,,DAYL,FEW,4500.0,6000.0,BKN,10.0,59.0,37.0,260.0,9.0,0.0,29.93000030517578,NONE,VMC,39.29,-119.510002,1,68.0,CL3,WWL,N,SUBS-NONE
20160525X25941,SUBS,3525.0,,We,30.0,2016,5,ONAP,0.0,72.0,DAYL,,0.0,8500.0,BKN,10.0,63.0,30.0,300.0,9.0,0.0,30.06999969482422,NONE,VMC,61.187221,-149.965835,1,63.0,CL3,WWL,N,SUBS-NONE
20160526X14855,SUBS,2950.0,,Th,2330.0,2016,5,OFAP,0.0,,DAYL,FEW,7500.0,0.0,NONE,10.0,70.0,36.0,160.0,9.0,0.0,30.040000915527344,SERS,VMC,41.526111,-93.741111,1,64.0,CL3,WWL,N,SUBS-SERS
20160526X90012,SUBS,1750.0,,Fr,1916.0,2016,5,ONAP,0.0,798.0,DAYL,CLER,0.0,0.0,NONE,10.0,73.0,63.0,0.0,,0.0,30.209999084472656,NONE,VMC,39.466945,-77.016944,1,45.0,CL3,WWL,N,SUBS-NONE
20160527X13034,SUBS,12500.0,,Tu,256.0,2016,5,OFAP,0.0,,NDRK,SCAT,9500.0,0.0,NONE,10.0,73.0,64.0,120.0,4.0,0.0,29.940000534057617,MINR,VMC,33.441665,-94.03778,1,58.0,CL2,WOWL,N,SUBS-MINR
20160530X30749,SUBS,17500.0,,Fr,2330.0,2016,5,OFAP,0.0,,DAYL,FEW,5500.0,25000.0,BKN,10.0,82.0,66.0,150.0,8.0,0.0,29.979999542236328,FATL,VMC,40.791667,-73.985275,1,56.0,CL2,WWL,Y,SUBS-FATL
20160531X61809,SUBS,,,Mo,2137.0,2016,5,OFAP,0.0,,DAYL,,0.0,4500.0,BKN,10.0,84.0,63.0,0.0,3.0,0.0,30.1200008392334,MINR,VMC,21.463611,-158.21527,1,56.0,CL3,WWL,N,SUBS-MINR
20160531X63010,SUBS,2000.0,,Su,315.0,2016,5,ONAP,0.0,22.0,DAYL,,0.0,8000.0,BKN,10.0,54.0,45.0,40.0,8.0,0.0,29.860000610351562,NONE,VMC,60.126667,-149.419998,1,67.0,CL2,WWL,N,SUBS-NONE
20160531X02231,SUBS,1780.0,,Mo,1626.0,2016,5,ONAP,0.0,3517.0,DAYL,FEW,7500.0,0.0,,10.0,52.0,36.0,70.0,5.0,0.0,30.1200008392334,MINR,VMC,45.704444,-108.759445,1,39.0,CL3,WWL,N,SUBS-MINR
20160531X05951,SUBS,2350.0,,Su,1445.0,2016,5,ONAP,0.0,205.0,DAYL,FEW,3700.0,0.0,,10.0,79.0,70.0,330.0,3.0,0.0,30.1299991607666,MINR,VMC,34.174446,-91.935554,1,51.0,CL3,WWL,N,SUBS-MINR
20160531X11910,SUBS,1800.0,16.0,Su,2315.0,2016,5,OFAP,0.0,,DAYL,UNK,0.0,1100.0,OVC,10.0,61.0,54.0,80.0,6.0,0.0,30.190000534057617,SERS,VMC,43.253612,-71.86444,1,43.0,CL3,WOWL,N,SUBS-SERS
20160601X91155,SUBS,2740.0,,Fr,1430.0,2016,5,ONAP,0.0,545.0,DAYL,SCAT,25000.0,0.0,NONE,10.0,72.0,46.0,140.0,5.0,0.0,30.209999084472656,NONE,VMC,34.833332,-92.25222,1,66.0,CL3,WWL,N,SUBS-NONE
20160601X95218,SUBS,,,Fr,2009.0,2016,5,OFAP,2.0,5354.0,DAYL,,0.0,10000.0,BKN,10.0,73.0,25.0,280.0,14.0,22.0,29.889999389648438,MINR,VMC,35.020557,-106.587776,1,26.0,CL3,WWL,N,SUBS-MINR
20160601X01308,SUBS,6300.0,,Fr,1415.0,2016,5,OFAP,0.0,1429.0,DAYL,,10000.0,12000.0,OVC,10.0,63.0,55.0,170.0,8.0,0.0,29.780000686645508,NONE,VMC,43.582778,-96.742774,1,33.0,CL1,WWL,N,SUBS-NONE
20160601X03445,SUBS,2558.0,,Th,2300.0,2016,5,ONAP,0.0,42.0,DAYL,,0.0,8000.0,OVC,10.0,64.0,50.0,60.0,3.0,0.0,30.1299991607666,NONE,VMC,37.127777,-76.495834,1,31.0,CL2,WOWL,N,SUBS-NONE
20160601X13256,SUBS,1400.0,,Sa,1700.0,2016,5,ONAP,0.0,2872.0,DAYL,CLER,0.0,0.0,NONE,10.0,93.0,23.0,180.0,10.0,21.0,29.959999084472656,MINR,VMC,31.940555,-102.198608,1,53.0,CL2,WWL,N,SUBS-MINR
20160601X33411,SUBS,1750.0,,Tu,1545.0,2016,5,OFAP,1.0,75.0,DAYL,CLER,0.0,0.0,NONE,10.0,84.0,72.0,0.0,,0.0,29.950000762939453,NONE,VMC,30.424444,-87.535278,1,52.0,SPRT,,N,SUBS-NONE
20160601X34613,SUBS,1220.0,,We,1300.0,2016,6,ONAP,0.0,436.0,DAYL,CLER,0.0,0.0,NONE,10.0,72.0,63.0,0.0,,0.0,30.110000610351562,MINR,VMC,39.830554,-75.780555,1,70.0,CL3,WWL,N,SUBS-MINR
20160601X14755,SUBS,1320.0,,Su,1900.0,2016,5,ONAP,0.0,4724.0,DAYL,SCAT,11000.0,0.0,,10.0,73.0,36.0,220.0,8.0,0.0,30.1200008392334,NONE,VMC,39.268333,-108.86444,1,70.0,NONE,NONE,N,SUBS-NONE
20160601X23412,SUBS,2950.0,,We,1730.0,2016,6,ONAP,0.0,2827.0,DAYL,CLER,0.0,0.0,NONE,10.0,68.0,46.0,140.0,9.0,0.0,29.950000762939453,MINR,VMC,46.791389,-116.175834,1,67.0,CL3,WWL,N,SUBS-MINR
20160602X02902,DEST,1600.0,,Th,146.0,2016,6,OFAP,0.0,,NITE,FEW,6500.0,0.0,NONE,10.0,72.0,59.0,40.0,18.0,0.0,29.969999313354492,FATL,VMC,31.747777,-102.548057,1,45.0,NONE,NONE,Y,DEST-FATL
20160602X32125,SUBS,3800.0,,Mo,1730.0,2016,5,OFAP,0.0,,DAYL,SCAT,6000.0,0.0,,10.0,61.0,36.0,300.0,8.0,19.0,29.969999313354492,NONE,VMC,60.660297,-150.900268,1,61.0,CL2,WWL,N,SUBS-NONE
20160602X55802,SUBS,1750.0,,Su,1800.0,2016,5,OFAP,0.0,,DAYL,CLER,0.0,0.0,NONE,10.0,57.0,41.0,300.0,4.0,0.0,29.940000534057617,MINR,VMC,62.080833,-150.490829,1,67.0,CL3,WOWL,N,SUBS-MINR
20160605X31731,SUBS,3400.0,41.0,Su,1605.0,2016,6,ONAP,0.0,172.0,DAYL,,0.0,1000.0,OVC,10.0,66.0,63.0,140.0,6.0,0.0,29.809999465942383,NONE,IMC,40.875278,-74.281387,1,46.0,CL3,WOWL,N,SUBS-NONE
20160606X90906,SUBS,,78.0,Mo,830.0,2016,5,ONAP,0.0,822.0,NITE,CLER,0.0,0.0,NONE,10.0,59.0,54.0,280.0,4.0,0.0,29.950000762939453,NONE,VMC,44.613334,-88.730834,1,33.0,CL3,WWL,N,SUBS-NONE
20160606X05701,SUBS,2200.0,,Mo,1500.0,2016,5,ONAP,0.0,668.0,DAYL,CLER,0.0,0.0,NONE,10.0,73.0,57.0,290.0,5.0,0.0,30.010000228881836,NONE,VMC,43.537498,-84.074447,1,63.0,CL3,WWL,N,SUBS-NONE
20160606X24551,SUBS,6000.0,165.0,Mo,1445.0,2016,6,OFAP,0.0,,DAYL,CLER,0.0,0.0,NONE,10.0,73.0,55.0,0.0,,0.0,29.920000076293945,FATL,VMC,47.148334,-116.98722,1,57.0,CL2,WWL,Y,SUBS-FATL
20160606X34321,SUBS,,,Sa,2130.0,2016,6,ONAP,2.0,145.0,DAYL,FEW,5000.0,25000.0,BKN,10.0,79.0,64.0,180.0,8.0,0.0,29.920000076293945,NONE,VMC,39.629444,-75.024719,1,52.0,CL3,WOWL,N,SUBS-NONE
20160606X43151,SUBS,2800.0,,Sa,100.0,2016,6,OFAP,0.0,,DUSK,CLER,0.0,0.0,NONE,10.0,72.0,55.0,0.0,,0.0,30.06999969482422,MINR,VMC,40.558334,-88.067222,1,77.0,CL3,WWL,N,SUBS-MINR
20160606X45524,SUBS,2900.0,,Tu,2235.0,2016,5,ONAP,0.0,973.0,DAYL,CLER,0.0,0.0,NONE,10.0,79.0,55.0,40.0,7.0,0.0,30.020000457763672,NONE,VMC,41.002498,-81.754997,1,74.0,CL3,WWL,N,SUBS-NONE
20160606X80512,SUBS,1800.0,,Sa,1730.0,2016,6,ONAP,0.0,580.0,DAYL,CLER,0.0,0.0,NONE,10.0,73.0,59.0,0.0,,0.0,30.110000610351562,MINR,VMC,47.266944,-122.067779,1,80.0,CL3,WWL,N,SUBS-MINR
20160607X31317,DEST,2299.0,,Sa,1957.0,2016,5,OFAP,5.0,1602.0,DAYL,CLER,0.0,800.0,BKN,9.0,61.0,54.0,0.0,6.0,0.0,29.93000030517578,FATL,IMC,33.403057,-118.409446,1,53.0,CL1,WOWL,N,DEST-FATL
20160607X33239,DEST,9400.0,,Mo,1816.0,2016,6,OFAP,0.0,,DAYL,SCAT,25000.0,30000.0,BKN,10.0,82.0,48.0,0.0,4.0,0.0,30.049999237060547,SERS,VMC,33.413333,-102.154167,1,47.0,CL2,WOWL,N,DEST-SERS
20160607X44444,SUBS,1650.0,,Su,1244.0,2016,6,ONAP,0.0,3072.0,DAYL,CLER,0.0,0.0,NONE,10.0,48.0,48.0,310.0,3.0,0.0,30.09000015258789,NONE,VMC,48.060554,-114.001113,1,57.0,CL3,WOWL,N,SUBS-NONE
20160607X50206,SUBS,2500.0,,Su,1600.0,2016,6,ONAP,0.0,3644.0,DAYL,CLER,0.0,0.0,NONE,10.0,66.0,45.0,0.0,,0.0,30.1200008392334,NONE,VMC,46.255832,-114.125556,1,48.0,CL1,WWL,N,SUBS-NONE
20160607X64406,SUBS,,,Su,1730.0,2016,3,,0.0,,,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,NONE,VMC,-1.866111,-80.014442,1,,,,N,SUBS-NONE
20160607X65825,SUBS,,,We,1737.0,2016,5,ONAP,1.0,462.0,DAYL,CLER,0.0,1900.0,OVC,10.0,59.0,52.0,260.0,3.0,0.0,30.18000030517578,SERS,VMC,42.071109,-124.287223,1,78.0,CL3,NONE,N,SUBS-SERS
20160607X73221,SUBS,700.0,,Mo,1645.0,2016,5,OFAP,1.0,60.0,DAYL,CLER,0.0,0.0,NONE,10.0,59.0,48.0,290.0,5.0,0.0,29.950000762939453,MINR,VMC,38.130001,-121.169998,1,75.0,NONE,NONE,N,SUBS-MINR
20160607X81747,SUBS,2300.0,,Mo,1900.0,2016,6,ONAP,0.0,141.0,DAYL,CLER,0.0,0.0,NONE,10.0,75.0,54.0,330.0,10.0,0.0,29.940000534057617,NONE,VMC,48.160831,-122.159164,1,54.0,CL3,WWL,N,SUBS-NONE
20160607X23034,SUBS,16000.0,,Mo,2330.0,2016,6,OFAP,0.0,,DAYL,SCAT,2800.0,6000.0,BKN,10.0,55.0,45.0,170.0,3.0,0.0,29.700000762939453,NONE,VMC,64.964164,-148.411666,1,59.0,CL2,WWL,N,SUBS-NONE
20160608X25102,SUBS,1750.0,,Fr,1900.0,2016,5,OFAP,0.0,,DAYL,CLER,0.0,0.0,NONE,10.0,61.0,43.0,170.0,3.0,0.0,30.040000915527344,NONE,VMC,61.179721,-148.693054,1,55.0,CL2,WWL,N,SUBS-NONE
20160608X30439,SUBS,1600.0,,Su,1830.0,2016,6,OFAP,0.0,,DAYL,CLER,0.0,0.0,NONE,10.0,91.0,25.0,0.0,3.0,0.0,29.93000030517578,NONE,VMC,36.80722,-117.781669,1,55.0,UNK,WWL,N,SUBS-NONE
20160608X40401,SUBS,2550.0,,Su,2120.0,2016,6,ONAP,0.0,782.0,DAYL,CLER,0.0,0.0,NONE,10.0,79.0,59.0,0.0,6.0,0.0,29.8700008392334,NONE,VMC,36.299999,-92.216392,1,31.0,CL1,WOWL,N,SUBS-NONE
20160608X10630,SUBS,2350.0,,We,2200.0,2016,6,OFAP,0.0,,DAYL,CLER,0.0,0.0,NONE,10.0,88.0,66.0,110.0,6.0,0.0,29.950000762939453,FATL,VMC,34.116111,-92.210556,1,66.0,CL3,WWL,Y,SUBS-FATL
20160609X11010,SUBS,1850.0,,We,1830.0,2016,6,ONAP,0.0,822.0,DAYL,CLER,0.0,0.0,NONE,10.0,70.0,41.0,300.0,12.0,15.0,30.020000457763672,NONE,VMC,42.75111,-88.251113,1,50.0,CL3,WOWL,N,SUBS-NONE
20160609X33959,SUBS,2800.0,,We,2115.0,2016,6,,0.0,85.0,DAYL,CLER,0.0,0.0,NONE,10.0,75.0,41.0,320.0,12.0,24.0,29.81999969482422,NONE,VMC,38.266109,-77.449447,1,71.0,CL2,WWL,N,SUBS-NONE
20160609X34641,SUBS,2550.0,,We,200.0,2016,6,ONAP,0.0,500.0,NITE,CLER,0.0,0.0,NONE,10.0,75.0,70.0,0.0,,0.0,29.81999969482422,NONE,VMC,33.529167,-82.510559,1,59.0,CL3,WTLS,N,SUBS-NONE
20160609X50758,SUBS,3050.0,42.0,Th,1809.0,2016,6,,1.0,46.0,DAYL,,3600.0,3600.0,BKN,10.0,90.0,72.0,100.0,12.0,16.0,29.940000534057617,FATL,VMC,29.659999,-95.289443,1,46.0,CL3,WOWL,Y,SUBS-FATL
20160609X92608,SUBS,2150.0,21.0,Th,2021.0,2016,6,OFAP,0.0,2035.0,DAYL,CLER,0.0,0.0,NONE,10.0,91.0,59.0,160.0,6.0,0.0,29.670000076293945,FATL,VMC,46.24472,-99.544723,1,20.0,CL3,WOWL,Y,SUBS-FATL
20160610X32615,SUBS,3100.0,66.0,Th,1330.0,2016,6,ONAP,0.0,6370.0,DAYL,CLER,0.0,0.0,NONE,10.0,48.0,36.0,0.0,,0.0,30.0,NONE,VMC,44.414722,-115.319168,1,56.0,CL3,WTLS,N,SUBS-NONE
20160610X10917,DEST,1561.0,,Sa,10.0,2016,6,OFAP,1.0,65.0,DAYL,CLER,0.0,0.0,NONE,10.0,72.0,57.0,270.0,8.0,0.0,29.8799991607666,FATL,VMC,33.919998,-118.358055,1,90.0,CL3,WWL,Y,DEST-FATL
20160611X73822,DEST,3400.0,6.0,Fr,2134.0,2016,6,ONAP,0.0,471.0,DAYL,CLER,0.0,0.0,NONE,20.0,90.0,66.0,170.0,7.0,0.0,30.020000457763672,FATL,VMC,37.77,-89.006942,1,56.0,CL3,WTLS,Y,DEST-FATL
20160611X45600,SUBS,2575.0,25.0,Sa,1646.0,2016,6,ONAP,0.0,860.0,DAYL,FEW,5000.0,0.0,NONE,10.0,91.0,61.0,0.0,,0.0,30.1299991607666,FATL,VMC,35.0475,-85.018058,1,57.0,CL3,WOWL,Y,SUBS-FATL
20160612X02159,DEST,9260.0,350.0,Fr,1300.0,2016,6,OFAP,0.0,,DAYL,CLER,0.0,0.0,NONE,10.0,79.0,70.0,310.0,6.0,0.0,30.100000381469727,FATL,VMC,34.127498,-78.339721,1,57.0,CL2,WWL,Y,DEST-FATL
20160612X11913,SUBS,2400.0,70.0,Fr,1340.0,2016,6,OFAP,0.0,49.0,DAYL,CLER,0.0,0.0,NONE,10.0,72.0,48.0,0.0,,0.0,30.1200008392334,SERS,VMC,37.239166,-76.71611,1,46.0,CL3,WOWL,N,SUBS-SERS
20160613X95657,SUBS,1366.0,,Th,1700.0,2016,6,ONAP,0.0,1214.0,DAYL,CLER,0.0,0.0,NONE,10.0,70.0,39.0,320.0,10.0,16.0,30.049999237060547,MINR,VMC,39.880832,-80.735557,1,31.0,CL2,WWL,N,SUBS-MINR
20160613X02003,SUBS,2400.0,,We,2057.0,2016,6,ONAP,0.0,1067.0,DAYL,FEW,6000.0,0.0,,10.0,68.0,43.0,310.0,8.0,16.0,29.969999313354492,NONE,VMC,40.130279,-83.754447,1,56.0,CL3,WWL,N,SUBS-NONE
20160613X11613,DEST,1600.0,,Mo,1357.0,2016,6,OFAP,0.0,687.0,DAYL,CLER,0.0,0.0,NONE,10.0,75.0,55.0,110.0,3.0,0.0,30.049999237060547,FATL,VMC,39.738887,-87.219444,1,44.0,CL3,WOWL,Y,DEST-FATL
20160613X20559,SUBS,2400.0,,Th,1900.0,2016,6,OFAP,0.0,,DAYL,CLER,0.0,0.0,NONE,10.0,88.0,61.0,0.0,,0.0,30.010000228881836,NONE,VMC,33.414165,-80.811386,1,21.0,CL1,WOWL,N,SUBS-NONE
20160613X21938,SUBS,,,We,1845.0,2016,6,OFAP,0.0,,DAYL,CLER,0.0,0.0,NONE,10.0,93.0,43.0,200.0,6.0,0.0,29.809999465942383,NONE,VMC,38.911109,-121.559448,1,25.0,CL2,NONE,N,SUBS-NONE
20160613X30040,DEST,2749.0,250.0,Su,2331.0,2016,6,OFAP,0.0,750.0,DAYL,CLER,0.0,0.0,NONE,10.0,82.0,70.0,330.0,4.0,0.0,30.0,SERS,VMC,38.072223,-85.233886,1,70.0,CL2,WWL,N,DEST-SERS
20160613X30919,SUBS,1450.0,,Fr,1749.0,2016,6,ONAP,0.0,739.0,DAYL,CLER,0.0,0.0,NONE,10.0,81.0,46.0,200.0,7.0,0.0,30.1299991607666,NONE,VMC,35.942222,-79.685554,1,20.0,CL2,WOWL,N,SUBS-NONE
20160613X32323,SUBS,2300.0,,Fr,1930.0,2016,6,ONAP,0.0,410.0,DAYL,SCAT,8000.0,10000.0,OVC,10.0,66.0,43.0,200.0,16.0,23.0,29.950000762939453,MINR,VMC,46.266666,-119.118331,1,35.0,CL2,WWL,N,SUBS-MINR
20160613X35347,SUBS,1913.0,,Sa,1530.0,2016,6,ONAP,0.0,779.0,DAYL,CLER,0.0,0.0,NONE,10.0,88.0,68.0,280.0,6.0,0.0,30.139999389648438,MINR,VMC,35.028057,-81.252777,1,66.0,CL3,WWL,N,SUBS-MINR
20160613X35810,SUBS,1260.0,,Su,30.0,2016,6,ONAP,0.0,770.0,DAYL,CLER,0.0,0.0,NONE,10.0,84.0,66.0,270.0,6.0,0.0,29.950000762939453,NONE,VMC,41.452499,-87.006942,1,62.0,SPRT,WWL,N,SUBS-NONE
20160613X45543,SUBS,9062.0,,Su,1130.0,2016,6,ONAP,0.0,1156.0,DAYL,CLER,0.0,0.0,NONE,10.0,55.0,52.0,0.0,,0.0,29.8700008392334,NONE,VMC,42.552501,-94.183334,1,50.0,CL1,WOWL,N,SUBS-NONE
20160613X45945,SUBS,4990.0,1.0,Fr,2010.0,2016,6,ONAP,1.0,150.0,DAYL,SCAT,6000.0,0.0,,10.0,93.0,70.0,50.0,10.0,0.0,30.040000915527344,NONE,VMC,28.712223,-81.584999,1,59.0,CL1,WWL,N,SUBS-NONE
20160613X51156,SUBS,2500.0,,Sa,1300.0,2016,6,ONAP,0.0,2193.0,DAYL,CLER,0.0,0.0,NONE,10.0,52.0,37.0,260.0,10.0,0.0,30.1200008392334,NONE,VMC,44.016387,-117.01139,1,64.0,CL3,WWL,N,SUBS-NONE
20160613X55200,SUBS,2600.0,,Su,1335.0,2016,6,OFAP,0.0,,DAYL,CLER,0.0,0.0,NONE,9.0,0.0,0.0,0.0,,0.0,30.110000610351562,MINR,VMC,35.525833,-92.166664,1,65.0,CL1,WOWL,N,SUBS-MINR
20160613X65133,SUBS,1220.0,,Fr,2030.0,2016,5,ONAP,0.0,2932.0,DAYL,CLER,0.0,0.0,NONE,10.0,81.0,45.0,210.0,4.0,0.0,29.93000030517578,MINR,VMC,37.862499,-120.179443,1,62.0,SPRT,NONE,N,SUBS-MINR
20160613X82937,SUBS,2150.0,,Sa,130.0,2016,6,OFAP,0.0,415.0,DUSK,CLER,0.0,0.0,NONE,10.0,82.0,72.0,0.0,,0.0,29.950000762939453,NONE,VMC,32.698055,-94.94889,1,71.0,CL2,WWL,N,SUBS-NONE
20160613X12301,SUBS,16000.0,,Su,1245.0,2016,6,ONAP,0.0,322.0,DAYL,SCAT,7500.0,0.0,,10.0,77.0,72.0,0.0,,0.0,30.100000381469727,NONE,VMC,37.064167,-89.219444,1,52.0,CL2,WWL,N,SUBS-NONE
20160613X21931,SUBS,3400.0,,Th,2045.0,2016,6,ONAP,0.0,181.0,DAYL,CLER,0.0,0.0,NONE,10.0,72.0,34.0,300.0,14.0,25.0,29.799999237060547,NONE,VMC,40.947498,-74.314445,1,65.0,CL2,WWL,N,SUBS-NONE
